step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
1812,Binary classification,Aggregated Mondrian Forest,Elec2,0.8895637769188294,0.863013698630137,9.274415016174316,12.685654
2718,Binary classification,Aggregated Mondrian Forest,Elec2,0.8737578211262422,0.8433074463225217,14.81954288482666,25.275072
3624,Binary classification,Aggregated Mondrian Forest,Elec2,0.8746894838531604,0.8451568894952252,20.35789203643799,41.211960000000005
4530,Binary classification,Aggregated Mondrian Forest,Elec2,0.869728416869066,0.8295782784517621,25.320820808410645,60.30439100000001
5436,Binary classification,Aggregated Mondrian Forest,Elec2,0.8658693652253909,0.8254728273880776,30.942105293273926,83.527252
6342,Binary classification,Aggregated Mondrian Forest,Elec2,0.8613783314934553,0.8220287507592631,36.922226905822754,110.537181
7248,Binary classification,Aggregated Mondrian Forest,Elec2,0.8563543535255967,0.8144715736945286,42.8322229385376,147.633124
8154,Binary classification,Aggregated Mondrian Forest,Elec2,0.8547773825585674,0.8211480362537765,49.13461780548096,188.72964100000002
9060,Binary classification,Aggregated Mondrian Forest,Elec2,0.8564963020200905,0.8276776246023331,54.274807929992676,234.17517
9966,Binary classification,Aggregated Mondrian Forest,Elec2,0.8559959859508279,0.830478440637921,59.58850955963135,283.904086
10872,Binary classification,Aggregated Mondrian Forest,Elec2,0.858522675006899,0.8360690684289065,64.43849277496338,340.058635
11778,Binary classification,Aggregated Mondrian Forest,Elec2,0.8588774730406725,0.8365138697619515,69.77676105499268,401.12654599999996
12684,Binary classification,Aggregated Mondrian Forest,Elec2,0.8572892848695104,0.8352148579752368,75.08023929595947,468.15432899999996
13590,Binary classification,Aggregated Mondrian Forest,Elec2,0.8577525940098609,0.8380665158750105,79.94311618804932,540.9608479999999
14496,Binary classification,Aggregated Mondrian Forest,Elec2,0.8584339427388755,0.8393863494051347,84.43613529205322,619.116959
15402,Binary classification,Aggregated Mondrian Forest,Elec2,0.8584507499513019,0.8387335404645658,89.24470615386963,703.091365
16308,Binary classification,Aggregated Mondrian Forest,Elec2,0.8561354019746121,0.8352296670880741,95.65516376495361,793.166097
17214,Binary classification,Aggregated Mondrian Forest,Elec2,0.8563295183872655,0.8333445649976414,100.85075855255127,888.635748
18120,Binary classification,Aggregated Mondrian Forest,Elec2,0.8570009382416248,0.834176,106.8406229019165,989.0317630000001
19026,Binary classification,Aggregated Mondrian Forest,Elec2,0.858712220762155,0.8348082595870207,111.74584293365479,1093.738928
19932,Binary classification,Aggregated Mondrian Forest,Elec2,0.8587125583262255,0.8363361618040218,117.02025699615479,1202.65419
20838,Binary classification,Aggregated Mondrian Forest,Elec2,0.8564572635216202,0.8339348176114596,123.37252902984619,1315.222271
21744,Binary classification,Aggregated Mondrian Forest,Elec2,0.8540219840868325,0.8286917098445596,130.42929553985596,1434.4627440000002
22650,Binary classification,Aggregated Mondrian Forest,Elec2,0.8531944015188309,0.8264160793526494,136.64212131500244,1558.89973
23556,Binary classification,Aggregated Mondrian Forest,Elec2,0.8528550201655699,0.8255134917438581,142.6701021194458,1688.5973410000001
24462,Binary classification,Aggregated Mondrian Forest,Elec2,0.8532766444544376,0.8247130647130647,148.4442949295044,1824.2692250000002
25368,Binary classification,Aggregated Mondrian Forest,Elec2,0.8514605589939686,0.8225487425826504,154.72937488555908,1966.0403310000002
26274,Binary classification,Aggregated Mondrian Forest,Elec2,0.8521676245575306,0.8231490756761678,160.280930519104,2113.285703
27180,Binary classification,Aggregated Mondrian Forest,Elec2,0.8530851024688179,0.8247069669432372,165.12001132965088,2267.587355
28086,Binary classification,Aggregated Mondrian Forest,Elec2,0.8528752002848495,0.8239904583404327,171.1938066482544,2427.999623
28992,Binary classification,Aggregated Mondrian Forest,Elec2,0.8532303128557138,0.8236415633937083,176.66365909576416,2593.5905190000003
29898,Binary classification,Aggregated Mondrian Forest,Elec2,0.8538649362812323,0.8241355713883187,181.78493976593018,2764.3543930000005
30804,Binary classification,Aggregated Mondrian Forest,Elec2,0.8542349771126189,0.8238110186783865,187.08849048614502,2941.0601760000004
31710,Binary classification,Aggregated Mondrian Forest,Elec2,0.8525655176763695,0.8216125462662648,193.5201120376587,3122.9466180000004
32616,Binary classification,Aggregated Mondrian Forest,Elec2,0.852245899126169,0.821432541594101,199.6366205215454,3310.5368760000006
33522,Binary classification,Aggregated Mondrian Forest,Elec2,0.852003221860923,0.8214247147330909,205.81115818023682,3503.3233470000005
34428,Binary classification,Aggregated Mondrian Forest,Elec2,0.851715223516426,0.8209965286300361,212.10033893585205,3702.6224750000006
35334,Binary classification,Aggregated Mondrian Forest,Elec2,0.8513287861206238,0.8197137660019906,218.64550113677979,3909.9098600000007
36240,Binary classification,Aggregated Mondrian Forest,Elec2,0.8508788873865173,0.8179735920237133,225.19258975982666,4123.017698000001
37146,Binary classification,Aggregated Mondrian Forest,Elec2,0.8496432898102032,0.8159741671883752,232.33557987213135,4341.427361000001
38052,Binary classification,Aggregated Mondrian Forest,Elec2,0.8497279966360937,0.8155126798735239,238.56606006622314,4565.289727000001
38958,Binary classification,Aggregated Mondrian Forest,Elec2,0.8494493929203994,0.8154906093686098,244.89648151397705,4795.172057000002
39864,Binary classification,Aggregated Mondrian Forest,Elec2,0.8492336251661942,0.8164773421277635,251.12543201446533,5030.367291000001
40770,Binary classification,Aggregated Mondrian Forest,Elec2,0.8486104638328141,0.8170174918470204,257.83575916290283,5270.945966000001
41676,Binary classification,Aggregated Mondrian Forest,Elec2,0.8490941811637672,0.8186928820595613,264.1331262588501,5518.411566000001
42582,Binary classification,Aggregated Mondrian Forest,Elec2,0.8493929217256523,0.8194385787087872,270.1314744949341,5771.896978000001
43488,Binary classification,Aggregated Mondrian Forest,Elec2,0.8493802745648125,0.8194995590828924,276.04683017730713,6031.131123000001
44394,Binary classification,Aggregated Mondrian Forest,Elec2,0.8493681436262474,0.8189620164063134,282.1419038772583,6296.277940000001
45300,Binary classification,Aggregated Mondrian Forest,Elec2,0.8499083864985982,0.8197651300267741,287.208477973938,6567.850474000001
45312,Binary classification,Aggregated Mondrian Forest,Elec2,0.8499039968219637,0.8197312269727252,287.3145227432251,6844.030223000001
25,Binary classification,Aggregated Mondrian Forest,Phishing,0.6666666666666666,0.6923076923076924,0.2663440704345703,0.023592
50,Binary classification,Aggregated Mondrian Forest,Phishing,0.7755102040816326,0.7555555555555555,0.40291404724121094,0.073047
75,Binary classification,Aggregated Mondrian Forest,Phishing,0.7972972972972973,0.7945205479452055,0.5196552276611328,0.154246
100,Binary classification,Aggregated Mondrian Forest,Phishing,0.8181818181818182,0.8125,0.6383838653564453,0.27347
125,Binary classification,Aggregated Mondrian Forest,Phishing,0.8225806451612904,0.819672131147541,0.7669887542724609,0.457543
150,Binary classification,Aggregated Mondrian Forest,Phishing,0.8456375838926175,0.847682119205298,0.9175167083740234,0.724718
175,Binary classification,Aggregated Mondrian Forest,Phishing,0.867816091954023,0.8606060606060606,1.0086803436279297,1.056135
200,Binary classification,Aggregated Mondrian Forest,Phishing,0.864321608040201,0.8571428571428572,1.1245098114013672,1.526124
225,Binary classification,Aggregated Mondrian Forest,Phishing,0.8660714285714286,0.8557692307692308,1.2114391326904297,2.083959
250,Binary classification,Aggregated Mondrian Forest,Phishing,0.8554216867469879,0.8448275862068965,1.322244644165039,2.743907
275,Binary classification,Aggregated Mondrian Forest,Phishing,0.8540145985401459,0.84251968503937,1.3987751007080078,3.485175
300,Binary classification,Aggregated Mondrian Forest,Phishing,0.8561872909698997,0.8413284132841329,1.489828109741211,4.327362
325,Binary classification,Aggregated Mondrian Forest,Phishing,0.8672839506172839,0.8501742160278746,1.5769939422607422,5.237388
350,Binary classification,Aggregated Mondrian Forest,Phishing,0.8681948424068768,0.8486842105263156,1.638784408569336,6.247567
375,Binary classification,Aggregated Mondrian Forest,Phishing,0.8689839572192514,0.8482972136222912,1.7178211212158203,7.433031
400,Binary classification,Aggregated Mondrian Forest,Phishing,0.8671679197994987,0.8436578171091446,1.7941875457763672,8.909260999999999
425,Binary classification,Aggregated Mondrian Forest,Phishing,0.8702830188679245,0.8433048433048433,1.8353633880615234,10.612601999999999
450,Binary classification,Aggregated Mondrian Forest,Phishing,0.8730512249443207,0.8455284552845528,1.9096240997314453,12.451735999999999
475,Binary classification,Aggregated Mondrian Forest,Phishing,0.8755274261603375,0.8506329113924052,1.988790512084961,14.39834
500,Binary classification,Aggregated Mondrian Forest,Phishing,0.875751503006012,0.8530805687203792,2.063833236694336,16.562452
525,Binary classification,Aggregated Mondrian Forest,Phishing,0.8778625954198473,0.8525345622119817,2.144712448120117,18.984822
550,Binary classification,Aggregated Mondrian Forest,Phishing,0.8779599271402551,0.8533916849015317,2.1996402740478516,21.643571
575,Binary classification,Aggregated Mondrian Forest,Phishing,0.8780487804878049,0.8535564853556484,2.2528209686279297,24.498347000000003
600,Binary classification,Aggregated Mondrian Forest,Phishing,0.8797996661101837,0.8536585365853657,2.283121109008789,27.538830000000004
625,Binary classification,Aggregated Mondrian Forest,Phishing,0.8814102564102564,0.852589641434263,2.343900680541992,30.747824000000005
650,Binary classification,Aggregated Mondrian Forest,Phishing,0.884437596302003,0.8587570621468926,2.418844223022461,34.129572
675,Binary classification,Aggregated Mondrian Forest,Phishing,0.884272997032641,0.8617021276595745,2.468423843383789,37.623830000000005
700,Binary classification,Aggregated Mondrian Forest,Phishing,0.8884120171673819,0.8650519031141869,2.478273391723633,41.20858200000001
725,Binary classification,Aggregated Mondrian Forest,Phishing,0.8895027624309392,0.8684210526315789,2.5243663787841797,44.87528600000001
750,Binary classification,Aggregated Mondrian Forest,Phishing,0.8918558077436582,0.8716323296354993,2.5813236236572266,48.66169400000001
775,Binary classification,Aggregated Mondrian Forest,Phishing,0.8914728682170543,0.8707692307692307,2.6200389862060547,52.64322400000001
800,Binary classification,Aggregated Mondrian Forest,Phishing,0.8898623279098874,0.8702064896755163,2.657014846801758,56.92300200000001
825,Binary classification,Aggregated Mondrian Forest,Phishing,0.8907766990291263,0.872159090909091,2.706361770629883,61.471708000000014
850,Binary classification,Aggregated Mondrian Forest,Phishing,0.8928150765606596,0.8741355463347164,2.730466842651367,66.28830800000001
875,Binary classification,Aggregated Mondrian Forest,Phishing,0.8958810068649885,0.8771929824561403,2.7533512115478516,71.34278400000001
900,Binary classification,Aggregated Mondrian Forest,Phishing,0.8976640711902113,0.8786279683377309,2.807779312133789,76.60727800000001
925,Binary classification,Aggregated Mondrian Forest,Phishing,0.9004329004329005,0.8829516539440204,2.8523120880126953,82.081895
950,Binary classification,Aggregated Mondrian Forest,Phishing,0.9009483667017913,0.8850855745721271,2.913583755493164,87.79667500000001
975,Binary classification,Aggregated Mondrian Forest,Phishing,0.9024640657084189,0.8867699642431467,2.943540573120117,93.813955
1000,Binary classification,Aggregated Mondrian Forest,Phishing,0.9009009009009009,0.8850174216027874,2.9903697967529297,100.150451
1025,Binary classification,Aggregated Mondrian Forest,Phishing,0.8994140625,0.8836158192090395,3.035707473754883,106.70526100000001
1050,Binary classification,Aggregated Mondrian Forest,Phishing,0.9008579599618685,0.8857142857142858,3.069150924682617,113.44905600000001
1075,Binary classification,Aggregated Mondrian Forest,Phishing,0.9013035381750466,0.8869936034115138,3.114839553833008,120.408139
1100,Binary classification,Aggregated Mondrian Forest,Phishing,0.9035486806187443,0.8898128898128899,3.132375717163086,127.61063
1125,Binary classification,Aggregated Mondrian Forest,Phishing,0.905693950177936,0.8933601609657947,3.1889095306396484,135.109931
1150,Binary classification,Aggregated Mondrian Forest,Phishing,0.9060052219321149,0.893491124260355,3.220029830932617,142.868711
1175,Binary classification,Aggregated Mondrian Forest,Phishing,0.9045996592844975,0.8916827852998066,3.270620346069336,150.919464
1200,Binary classification,Aggregated Mondrian Forest,Phishing,0.9040867389491243,0.8909952606635072,3.311410903930664,159.20722700000002
1225,Binary classification,Aggregated Mondrian Forest,Phishing,0.9044117647058824,0.8911627906976743,3.344022750854492,167.85147
